speaker;timestamp;voice_anger;voice_happiness;voice_neutrality;voice_sadness;voice_activation;voice_dominance;voice_valence;voice_F0_minimum;voice_F0_maximum;voice_F0_average;voice_F0_variation;voice_Loudness_minimum;voice_loudness_maximum;voice_loudness_average;voice_loudness_variation;voice_speaking_rate;voice_speaking_rate_variation;voice_intonation;voice_gender_male_confidence;voice_gender_female_confidence;voice_gender_child_confidence;voice_age
1;26540;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;26600;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;26700;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;26800;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;26900;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27000;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27100;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27200;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27300;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27400;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27500;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
1;27600;0.96640735877324024;0.027786999001803762;0.0054822880042617516;0.00032335422069419716;0.91732370853424072;0.68611788749694824;-0.45583921670913696;149.78852844238281;396.25851440429688;332.30514526367188;53.450416564941406;0.25356078147888184;6.44415283203125;2.9910204410552979;1.9945533275604248;4.7872343063354492;0.062538877129554749;1.4340915679931641;0.98533457517623901;0.014656891115009785;8.447320396953728E-06;56.922958374023438
