time,heart_rate,hrv,perc_hr,perc_hrv,stress,speaker
0,108.38097990205002,9.75351404547581,0.0160040402379442,-0.5695914825411702,0.2326378050878513,1
1,108.20086164039384,9.930329299675805,0.0143155439563208,-0.5617888802104106,0.2290102152710605,1
2,108.0878767129769,10.559677180380373,0.0132563807816996,-0.5340166652900296,0.2175835803505217,1
3,108.00236512033132,10.063118969018266,0.0124547629729883,-0.5559290634870168,0.2261080542867032,1
4,108.0521347302402,10.104050859170584,0.0129213220020189,-0.554122798168168,0.2255255158678729,1
5,108.20536295948162,10.104050859170586,0.0143577410132557,-0.5541227981681679,0.2259564415712438,1
6,108.23877520262194,10.28677114625307,0.0146709599383351,-0.5460596152470029,0.2228251340803017,1
7,108.36761129459428,10.666884773411168,0.0158787178871068,-0.529285748723798,0.2164779148556512,1
8,108.40578336030283,10.931324832253209,0.0162365571779046,-0.5176163900544759,0.2119175231751617,1
9,108.44988260411372,11.347904621299826,0.016649960063944,-0.4992333243644197,0.2046883177649511,1
10,108.48711856607834,10.984261339592708,0.0169990239664147,-0.515280378280954,0.211211858502306,1
11,108.48718908644877,10.451369935968296,0.0169996850508718,-0.5387961078868315,0.2206183486699942,1
12,108.37212345212996,10.451369935968309,0.015921016547726,-0.5387961078868311,0.2202947481190502,1
13,108.20361998631482,10.498227749594388,0.0143414017276993,-0.5367283401058929,0.2189937565606669,1
14,107.98005700056702,10.442827744156192,0.0122456382738839,-0.5391730624999642,0.2193429164821508,1
15,107.76748048171378,10.44282774415619,0.0102528660899656,-0.5391730624999643,0.2187450848269754,1
16,107.62198584148196,10.498227749594385,0.0088889446487489,-0.5367283401058929,0.2173580194369818,1
17,107.59629319769716,10.451369935968303,0.0086480921494142,-0.5387961078868312,0.2181128707995567,1
18,107.5289877167678,10.331136535621216,0.0080171452746377,-0.5441018345563311,0.2200458774049238,1
19,107.66457795048528,10.161298064368635,0.0092882190866505,-0.5515965615109927,0.2234250903303922,1
20,107.97858532516724,10.104050859170616,0.0122318422355619,-0.5541227981681667,0.2253186719379352,1
21,108.23574893304844,10.21822454936165,0.0146425905499395,-0.5490844777742239,0.2240265682746714,1
22,108.4013770497084,10.286771146253098,0.0161952507662949,-0.5460596152470016,0.2232824213286891,1
23,108.52963401731482,10.286771146253097,0.0173975797855985,-0.5460596152470018,0.2236431200344803,1
24,108.60961393993274,10.119495426764528,0.0181473416404108,-0.5534412516599139,0.2268207031560888,1
25,108.63568347040778,10.046477451150285,0.0183917272172314,-0.5566634296857454,0.2281828900394676,1
26,108.61039005388038,10.104050859170613,0.0181546172242558,-0.5541227981681668,0.2270955044345434,1
27,108.69980686355424,10.006424889885675,0.0189928440051534,-0.5584308914881226,0.2290702097967951,1
28,108.74264566377968,10.00642488988568,0.0193944310192894,-0.5584308914881224,0.2291906859010358,1
29,108.89610956266364,10.063118969018308,0.0208330592863313,-0.5559290634870149,0.2286215431807053,1
30,109.05087541828674,9.776361380705746,0.0222838925851817,-0.5685832625664665,0.2341184728021411,1
31,109.34567387925657,9.480934569318212,0.0250474441573484,-0.5816200219655959,0.2401622420334428,1
32,109.57507332139122,9.683692356760318,0.0271979207469472,-0.5726726130328463,0.2372284214372227,1
33,109.8046101402256,9.89206199240276,0.0293496851573619,-0.5634775613271588,0.2341959300780721,1
34,110.08796013171776,10.119495426764548,0.032005914473775,-0.553441251659913,0.2309782750060977,1
35,110.24475527370636,9.776361380705737,0.0334757710657167,-0.568583262566467,0.2374760363463018,1
36,110.384852350654,9.36015340110985,0.0347890937200511,-0.5869499208413371,0.2452166964525502,1
37,110.42954115771872,8.776591524757968,0.0352080233936173,-0.612701665379257,0.255643073169788,1
38,110.57283722829004,8.712760921081511,0.0365513346165114,-0.615518417922883,0.2571727675541067,1
39,110.70301604911845,8.712760921081516,0.03777167981024,-0.6155184179228828,0.2575388711122251,1
40,110.9313484174301,8.776591524757976,0.0399121532487659,-0.6127016653792566,0.2570543121263324,1
41,111.12573091702863,9.717994522454836,0.0417343678580282,-0.5711589078991512,0.2409838735170689,1
42,111.1109838992306,9.683692356760304,0.041596123770571,-0.5726726130328469,0.24154788234431,1
43,111.14295991519204,10.352302582262444,0.0418958789622743,-0.5431678074238702,0.2298358866582304,1
44,111.213365571142,10.298243191447236,0.0425558880428844,-0.5455533704268057,0.2309881145835876,1
45,111.1290183787782,10.2867711462531,0.0417651857600503,-0.5460596152470015,0.2309534018268157,1
46,111.0276649101515,10.243898520859194,0.0408150602517745,-0.5479515224149538,0.2314251270415139,1
47,110.87710388405978,10.243898520859192,0.0394036446053224,-0.5479515224149539,0.2310017023475783,1
48,110.67270400236764,10.45958319455294,0.0374875232913146,-0.5384336686229477,0.2266197244365735,1
49,110.48963721399608,10.618472035907946,0.0357713864120672,-0.531422133054382,0.223300269145373,1
50,110.45376030980168,10.61847203590794,0.0354350628279318,-0.5314221330543822,0.2231993720701324,1
51,110.46650632545762,10.666884773411176,0.0355545487692389,-0.5292857487237976,0.2223806641202907,1
52,110.62191424889058,10.66688477341118,0.0370114010530582,-0.5292857487237974,0.2228177198054364,1
53,110.7776746958783,10.618472035907947,0.0384715580251747,-0.5314221330543819,0.2241103206293052,1
54,110.97659974678017,10.775018150840586,0.0403363562176573,-0.524513978626353,0.2219064983158384,1
55,111.14651726678628,10.82669719145559,0.0419292269131378,-0.5222334570470442,0.221472150892759,1
56,111.25725912448074,10.826697191455594,0.0429673627091299,-0.522233457047044,0.2217835916315566,1
57,111.20651889812996,11.030992510811789,0.04249170475677,-0.5132181990469118,0.2180347910457957,1
58,111.009968550374,10.878130721773877,0.0406491679241015,-0.519963769483285,0.2201802581705445,1
59,110.82309605643896,10.825705690268338,0.03889735493054,-0.5222772105654248,0.2205800907053319,1
60,110.5819314666488,10.826697191455589,0.0366365874249261,-0.5222334570470443,0.2198843590462955,1
61,110.31374843029548,10.82669719145559,0.0341225388464347,-0.5222334570470442,0.2191301444727481,1
62,110.13681420669366,10.61847203590795,0.0324638909342431,-0.5314221330543818,0.2223080205020257,1
63,109.9750394244418,10.61847203590794,0.0309473533228925,-0.5314221330543822,0.2218530592186206,1
64,109.96389775842296,10.613416342608016,0.0308429071580731,-0.5316452335131298,0.2219109655526738,1
65,110.09408903649624,10.720086523761063,0.0320633691306972,-0.5269380321585119,0.2203942236026139,1
66,110.203979279048,10.720086523761063,0.0330935215662652,-0.5269380321585119,0.2207032693332843,1
67,110.18782158520084,11.085351831618595,0.0329420532713256,-0.5108194005657244,0.2142103762076874,1
68,110.1932158384072,10.98027503521916,0.0329926210282943,-0.5154562881476501,0.2160803015675483,1
69,109.929849057526,11.181764777850148,0.0305237218387724,-0.5065648362048304,0.2117830510335639,1
70,109.64415602550486,22.66106187456844,0.0278455279798164,0.0,0.0083536583939449,1
71,109.54235707821732,10.175559542354431,0.0268912263871422,-0.5509672230420042,0.2284542571329443,1
72,109.53432728790824,9.892061992402734,0.0268159521148146,-0.56347756132716,0.2334358101653084,1
73,109.54391605818942,10.175559542354428,0.0269058408513383,-0.5509672230420043,0.2284586414722032,1
74,109.5043695148713,10.175559542354428,0.0265351166908355,-0.5509672230420043,0.2283474242240523,1
75,109.58432442201024,10.231316450373948,0.0272846440411459,-0.5485067510514091,0.2275880936329074,1
76,109.71061584826404,10.175559542354424,0.0284685473370674,-0.5509672230420045,0.228927453417922,1
77,109.76485190239448,10.175559542354424,0.0289769764929294,-0.5509672230420045,0.2290799821646806,1
78,109.79972459389792,9.911575119953982,0.0293038862098696,-0.5626164751318503,0.233837755915701,1
79,109.72725349634176,9.855098448719952,0.0286245149033535,-0.5651087092357345,0.2346308381652999,1
80,109.57176696195324,9.949407759722732,0.0271669256908913,-0.560946975265597,0.2325288678135062,1
81,109.34818403384728,9.892061992402724,0.0250709752899152,-0.5634775613271604,0.2329123171178387,1
