time,heart_rate,hrv,perc_hr,perc_hrv,stress,speaker
0,81.42466882928609,25.3584382467807,0.0690048701609883,-0.236955543821158,0.1154836785767597,1
1,81.29223800174086,25.358438246780697,0.0672662177152274,-0.2369555438211581,0.1149620828430315,1
2,81.10709442328626,25.302486250594804,0.0648355122559033,-0.2386391593532466,0.1149063174180696,1
3,80.73763065615455,25.51147788741375,0.0599849114233733,-0.2323505264212605,0.1109356839955162,1
4,80.38854822937236,24.812400256454165,0.0554018923005057,-0.2533860218074983,0.117974976413151,1
5,80.59047639710418,24.76826514545962,0.0580529585907547,-0.2547140630472423,0.1193015127961233,1
6,80.71113146561886,25.049554146678314,0.0596370099317828,-0.2462499766206557,0.1163910936277971,1
7,80.70298199083683,24.64221717639104,0.0595300174397468,-0.2585068914176012,0.1212617617989645,1
8,80.79696571133569,25.1426178262705,0.0607639070750829,-0.2434496572913124,0.1156090350390498,1
9,80.67199750072376,25.1426178262705,0.0591232295300561,-0.2434496572913124,0.1151168317755418,1
10,80.5927050600939,25.389119973969795,0.0580822181704891,-0.2360323197010527,0.1118375933315678,1
11,80.42368386193812,25.66360492378674,0.0558631795598709,-0.2277729696092174,0.1078681417116482,1
12,80.37249361101459,26.29292861508385,0.0551911150820068,-0.2088363951595969,0.1000918925884408,1
13,80.42821323994181,26.05497866556713,0.0559226446730162,-0.2159963940546322,0.1031753510237577,1
14,80.59920616118089,25.605327908411905,0.0581675695612078,-0.2295265457984002,0.1092608891877224,1
15,80.63328516636464,25.11163492130795,0.0586149846141085,-0.2443819439580983,0.1153372729674719,1
16,80.83578088624476,25.11163492130795,0.061273502159847,-0.2443819439580983,0.1161348282311934,1
17,81.12748698006426,24.64221717639104,0.0651032412233546,-0.2585068914176012,0.1229337289340468,1
18,81.32507600575356,25.41976466825517,0.067697339962584,-0.2351102099142357,0.1143532859544695,1
19,81.47084782027676,24.292213099327903,0.0696111430138954,-0.2690386389977946,0.1284987985032864,1
20,81.73858441287119,25.693922246730903,0.0731261922676273,-0.2268607105428822,0.1126821418974411,1
21,81.70549362599284,26.0250819504246,0.0726917512948973,-0.2168959968821196,0.108565924141317,1
22,81.7921941097312,26.114669416572024,0.0738300210685937,-0.2142002780558396,0.107829117542914,1
23,82.0322255330622,26.47451177148432,0.076981335826416,-0.2033724931843078,0.1044433980216479,1
24,82.2906921637537,26.47451177148432,0.0803746819825128,-0.2033724931843079,0.105461401868477,1
25,82.4857625424908,26.24429425461994,0.082935714012392,-0.2102998204214622,0.1090006423723025,1
26,82.73256213937786,22.63317212458415,0.0861758864910689,-0.3189597739680239,0.1534366755345302,1
27,82.38936888240923,22.877919082347983,0.0816701848605831,-0.3115952506692738,0.1491391557258845,1
28,81.92231833429967,23.0431047587576,0.0755383906792981,-0.3066247547184629,0.1453114190911746,1
29,81.48513067503173,23.042238460339707,0.0697986591746902,-0.3066508219470019,0.1435999265312078,1
30,81.38278155552973,23.21055507624428,0.0684549422302135,-0.3015861149094905,0.1411709286328603,1
31,81.46385769670054,24.51552113296907,0.0695193713646711,-0.2623192205765232,0.1257834996400106,1
32,81.44145221180727,24.388166914995576,0.0692252151487037,-0.2661513544425748,0.127228106321641,1
33,81.48018870429821,24.29303482323848,0.0697337772309467,-0.2690139130320874,0.128525698382119,1
34,81.30746499380331,24.034463492419,0.0674661292273859,-0.2767944166494046,0.1309576054279776,1
35,81.52412738177466,24.261789749442528,0.0703106375471886,-0.2699540884526273,0.1290748266452075,1
36,81.46819771361919,24.578950789135355,0.0695763504017285,-0.2604105995871703,0.1250371449553867,1
37,81.48833873279199,24.578950789135355,0.0698407769925308,-0.2604105995871703,0.1251164729326273,1
38,81.33408120882319,25.90515005899305,0.0678155671052502,-0.2205047902938156,0.1085465862491013,1
39,81.33241374824551,25.63325174353361,0.067793675416847,-0.2286863076347753,0.1118126256789642,1
40,81.26579065066177,26.114669416572028,0.0669189968113798,-0.2142002780558395,0.1057558102657497,1
41,81.23011530325068,25.72420383914525,0.0664506237657725,-0.2259495266209398,0.1103149977781077,1
42,81.1714548912668,25.844975413129408,0.065680485342147,-0.2223154668615891,0.1086303323472797,1
43,81.33887103723359,26.588873045809112,0.0678784516090691,-0.1999313216292669,0.1003360641344275,1
44,81.36916353186596,26.82059850974719,0.0682761544767249,-0.1929586197265436,0.0976662942336349,1
45,81.32206165712536,26.82059850974719,0.0676577653052935,-0.1929586197265436,0.0974807774822055,1
46,80.83879517986477,26.58737148584486,0.0613130760949482,-0.1999765041044333,0.0983845244702578,1
47,80.75226887040357,26.849609441440577,0.0601770930133957,-0.1920856704391389,0.0948873960796743,1
48,80.75073813915803,25.66360492378673,0.0601569964114701,-0.2277729696092176,0.1091562867671281,1
49,80.89309945499393,24.578950789135348,0.0620260238467572,-0.2604105995871705,0.1227720469888953,1
50,81.13089581727372,24.48374468262996,0.0651479950262364,-0.263275385306872,0.1248545526306197,1
51,81.40703861471361,23.97875205580654,0.0687734073191869,-0.278470793658083,0.1320203396589893,1
52,81.65324406151427,24.002050175590817,0.0720057793444496,-0.2777697449196798,0.1327096317712068,1
53,81.75942706214953,24.002050175590817,0.073399830391134,-0.2777697449196798,0.1331278470852121,1
54,81.64888549738,25.48172688267177,0.0719485568054643,-0.2332457447707975,0.1148828649499583,1
55,81.64077197081905,25.54197577981865,0.0718420362689667,-0.2314328339554143,0.1141257444628557,1
56,81.63854146080244,25.754449827063613,0.0718127524400611,-0.2250394140509873,0.1115595913524132,1
57,81.69412140448765,25.38911997396979,0.072542448137164,-0.2360323197010528,0.1161756623215703,1
58,81.78575538790147,24.940140768216644,0.0737454886401227,-0.2495422642234845,0.1219405522814306,1
59,81.77863722483633,23.708336255418686,0.07365203599128,-0.286607701591493,0.1367386914339812,1
60,81.67247900017809,24.002050175590817,0.0722583102224318,-0.2777697449196798,0.1327853910346015,1
61,81.65956055184262,23.72432838961857,0.0720887070249721,-0.2861264925665154,0.1360772091340978,1
